nation,player,position,club,league,nat_matches,nat_minutes,nat_xg_per_90,nat_shots_per_90,nat_key_passes_per_90,nat_prog_passes_per_90,nat_prog_carries_per_90,nat_pressures_per_90,club_minutes_2425,club_xg_per_90,club_xa_per_90,blended_xg90,found_in_understat,low_confidence
Italy,Giacomo Raspadori,F M S,Napoli,Serie_A,2,84,0.0707,1.07,50.36,19.29,3.21,13.93,1110,0.4123,0.1776,0.3028,True,True
Italy,Davide Frattesi,M S,Inter,Serie_A,4,189,0.13,0.95,28.57,3.81,1.43,15.24,1194,0.4007,0.0825,0.2924,True,False
Italy,Lorenzo Pellegrini,M S,Roma,Serie_A,4,217,0.2085,2.9,43.96,9.54,4.98,20.32,1648,0.2964,0.1433,0.2612,True,False
Italy,Stephan El Shaarawy,D F M S,Roma,Serie_A,1,47,0.0,0.0,21.06,1.91,1.91,11.49,1075,0.2485,0.1022,0.2039,True,True
Italy,Mattia Zaccagni,F M S,Lazio,Serie_A,3,93,0.215,1.94,35.81,7.74,2.9,12.58,2750,0.225,0.1707,0.1991,True,True
Italy,Gianluca Scamacca,,,,4,252,0.1904,2.14,18.57,5.0,0.71,11.43,0,,,0.1904,False,False
Italy,Matteo Darmian,D S,Inter,Serie_A,3,162,0.0307,0.56,58.33,15.56,3.33,12.78,1781,0.1165,0.0706,0.1182,True,True
Italy,Bryan Cristante,M S,Roma,Serie_A,3,143,0.0422,1.26,72.38,19.51,4.41,13.85,2046,0.1079,0.0757,0.1152,True,True
Italy,Michael Ijemuan Folorunsho,D M S,"Fiorentina,Napoli",Serie_A,1,3,0.0,0.0,60.0,30.0,0.0,0.0,662,0.0837,0.1025,0.1099,True,True
Italy,Federico Dimarco,D M S,Inter,Serie_A,3,233,0.0099,0.77,47.51,10.04,3.48,10.82,2214,0.1692,0.2981,0.1055,True,False
Italy,Gianluca Mancini,D S,Roma,Serie_A,1,91,0.0,0.0,66.26,17.8,6.92,10.88,3152,0.0846,0.0299,0.1015,True,True
Italy,Federico Chiesa,,,,4,268,0.0833,2.69,35.6,6.04,6.04,17.13,0,,,0.0833,False,False
Italy,Nicolò Fagioli,M S,"Fiorentina,Juventus",Serie_A,2,99,0.0168,0.91,94.55,24.55,6.36,16.36,1514,0.0529,0.1796,0.0829,True,True
Italy,Riccardo Calafiori,D S,Arsenal,EPL,3,280,0.0994,0.96,76.5,23.46,8.04,9.64,986,0.0707,0.037,0.0822,True,False
Italy,Giovanni Di Lorenzo,D,Napoli,Serie_A,4,373,0.0461,0.48,77.45,23.16,1.69,15.92,3330,0.0961,0.1097,0.0761,True,False
Italy,Andrea Cambiaso,D F M S,Juventus,Serie_A,3,80,0.0,0.0,54.0,9.0,4.5,16.88,2227,0.0376,0.1206,0.0743,True,True
Italy,Alessandro Bastoni,D S,Inter,Serie_A,4,377,0.1075,0.72,80.21,31.03,5.01,8.59,2468,0.0245,0.124,0.0577,True,False
Italy,Nicolò Barella,M S,Inter,Serie_A,4,349,0.0218,0.26,68.85,14.96,3.61,17.28,2485,0.073,0.1735,0.0525,True,False
Italy,Gianluigi Donnarumma,GK,Paris Saint Germain,Ligue_1,4,369,0.0,0.0,24.63,14.39,0.49,0.24,2091,0.0,0.0,0.0,True,False
Italy,Jorge Luiz Frello Filho,,,,3,222,0.0,0.0,97.3,22.3,2.43,14.19,0,,,0.0,False,False
Jamaica,Shamar Nicholson,F S,Spartak Moscow,RFPL,3,200,0.2267,2.7,13.5,2.7,0.0,12.15,246,0.8205,0.0282,0.583,True,False
Jamaica,Michail Antonio,F S,West Ham,EPL,3,235,0.1844,1.15,21.83,6.89,5.74,10.72,859,0.3136,0.1675,0.2619,True,False
Jamaica,Renaldo Showayne Cephas,,,,3,63,0.7668,4.29,25.71,1.43,7.14,8.57,0,,,0.219,False,True
Jamaica,Alex Marshall,,,,1,5,0.1357,18.0,72.0,0.0,0.0,18.0,0,,,0.1499,False,True
Jamaica,Richard Larkland King,,,,1,5,0.0,0.0,126.0,72.0,0.0,18.0,0,,,0.1485,False,True
Jamaica,Kaheim Dixon,,,,3,65,0.0645,2.77,24.92,1.38,1.38,16.62,0,,,0.1402,False,True
Jamaica,Karoy Anderson,,,,2,38,0.0,0.0,49.74,18.95,0.0,11.84,0,,,0.1394,False,True
Jamaica,Wes Harding,,,,1,67,0.0,0.0,28.21,6.72,1.34,6.72,0,,,0.1323,False,True
Jamaica,Di'Shon Bernard,,,,2,118,0.0423,0.76,28.98,18.31,2.29,6.86,0,,,0.1294,False,True
Jamaica,Jonathan Bell,,,,1,91,0.0,0.0,27.69,12.86,2.97,9.89,0,,,0.1269,False,True
Jamaica,Bobby Armani De Cordova-Reid,,,,2,176,0.0395,1.02,42.95,15.34,1.53,13.81,0,,,0.1212,False,True
Jamaica,Dexter Lembikisa,,,,2,179,0.0262,1.51,33.69,16.09,3.02,9.55,0,,,0.1174,False,True
Jamaica,Michael Hector,,,,3,166,0.0138,0.54,47.17,23.31,1.08,9.22,0,,,0.1161,False,True
Jamaica,Damion Lowe,,,,3,162,0.0098,0.56,27.22,17.22,1.67,16.11,0,,,0.1157,False,True
Jamaica,Demarai Gray,,,,3,201,0.0442,0.9,19.25,2.24,4.03,8.96,0,,,0.0442,False,False
Jamaica,Ethan Pinnock,D S,Brentford,EPL,3,281,0.0402,0.32,54.77,20.18,1.6,5.44,1912,0.0441,0.0711,0.0425,True,False
Jamaica,Kasey Palmer,GK,Ipswich,EPL,3,268,0.0269,0.67,35.6,13.77,3.69,16.46,1170,0.0,0.0016,0.0108,True,False
Jamaica,Gregory Leigh,,,,2,188,0.0,0.0,32.07,12.45,1.44,7.66,0,,,0.0,False,False
Jamaica,Jahmali Waite,,,,3,266,0.0,0.0,37.56,26.39,1.35,0.0,0,,,0.0,False,False
Jamaica,Joël Latibeaudiere,,,,3,263,0.0,0.0,40.04,10.27,3.08,11.29,0,,,0.0,False,False
Japan,Takuma Asano,F M S,Mallorca,La_liga,4,185,0.6225,4.38,14.11,2.92,4.38,13.14,1071,0.2485,0.0782,0.3981,True,False
Japan,Takumi Minamino,M S,Monaco,Ligue_1,3,72,1.0425,3.75,30.0,8.75,2.5,13.75,2269,0.387,0.2679,0.3371,True,True
Japan,Kaoru Mitoma,F M S,Brighton,EPL,4,178,0.4235,1.01,36.91,9.61,9.1,24.27,2608,0.3528,0.1708,0.3004,True,True
Japan,Daizen Maeda,,,,3,183,0.2635,0.98,8.85,1.48,0.49,39.84,0,,,0.2635,False,False
Japan,Ritsu Doan,F M S,Freiburg,Bundesliga,4,224,0.2319,1.61,22.9,6.83,2.81,17.68,2901,0.2499,0.1362,0.2427,True,False
Japan,Ao Tanaka,,,,3,171,0.4593,0.53,35.79,14.74,1.05,20.0,0,,,0.2288,False,True
Japan,Maya Yoshida,,,,4,401,0.1758,0.22,50.95,20.87,1.57,4.94,0,,,0.1758,False,False
Japan,Yuki Soma,,,,1,82,0.1481,3.29,21.95,5.49,3.29,14.27,0,,,0.1497,False,True
Japan,Takefusa Kubo,F M S,Real Sociedad,La_liga,2,92,0.0,0.0,12.72,3.91,3.91,38.15,2392,0.159,0.2066,0.1461,True,True
Japan,Ayase Ueda,,,,1,46,0.0,0.0,21.52,3.91,3.91,31.3,0,,,0.1374,False,True
Japan,Miki Yamane,,,,1,58,0.0,0.0,51.21,18.62,3.1,12.41,0,,,0.1344,False,True
Japan,Junya Ito,F M S,Reims,Ligue_1,4,337,0.0295,0.53,26.17,6.14,5.07,12.28,2721,0.2002,0.2779,0.1319,True,False
Japan,Hiroki Ito,D S,Bayern Munich,Bundesliga,1,50,0.0,0.0,113.4,32.4,10.8,3.6,255,0.0482,0.209,0.0835,True,True
Japan,Daichi Kamada,M S,Crystal Palace,EPL,4,327,0.116,1.65,28.62,8.81,3.03,20.37,1527,0.0576,0.108,0.081,True,False
Japan,Shogo Taniguchi,,,,2,210,0.0748,0.86,36.86,18.43,1.29,3.0,0,,,0.0748,False,False
Japan,Hiroki Sakai,D S,Reims,Ligue_1,2,120,0.2158,0.75,34.5,17.25,3.75,10.5,866,0.0155,0.0246,0.0744,True,True
Japan,Hidemasa Morita,,,,3,292,0.0587,0.92,49.62,17.57,3.08,17.26,0,,,0.0587,False,False
Japan,Ko Itakura,D,Borussia M.Gladbach,Bundesliga,3,282,0.0518,0.96,35.43,11.49,4.15,10.21,2790,0.053,0.0352,0.0525,True,False
Japan,Wataru Endo,M S,Liverpool,EPL,4,321,0.0509,1.68,52.43,18.22,2.8,19.63,226,0.0,0.0267,0.0204,True,False
Japan,Shūichi Gonda,,,,4,389,0.0,0.0,26.14,19.2,0.23,0.23,0,,,0.0,False,False
Japan,Takehiro Tomiyasu,,,,3,200,0.0,0.0,44.1,20.7,0.9,6.3,0,,,0.0,False,False
Japan,Yuto Nagatomo,,,,4,212,0.0,0.0,45.85,19.53,4.67,12.31,0,,,0.0,False,False
Mexico,Santiago Tomás Giménez,F S,AC Milan,Serie_A,3,224,0.4133,3.21,13.66,3.21,2.41,16.47,665,0.6036,0.2281,0.5275,True,False
Mexico,Orbelín Pineda Alvarado,,,,4,228,0.5199,2.76,38.29,12.63,4.74,22.11,0,,,0.5199,False,False
Mexico,José Andrés Guardado Hernández,F S,Real Betis,La_liga,1,41,0.0,0.0,35.12,13.17,2.2,19.76,1172,0.3664,0.1238,0.2753,True,True
Mexico,Israel Reyes Romero,F M S,Sevilla,La_liga,1,48,0.0,0.0,63.75,16.88,28.12,7.5,2200,0.3345,0.106,0.2554,True,True
Mexico,Ernesto Alexis Vega Rojas,,,,5,244,0.2552,3.32,29.14,7.75,3.69,11.43,0,,,0.2552,False,False
Mexico,Henry Josué Martín Mex,,,,2,148,0.4066,2.43,13.38,2.43,0.61,15.2,0,,,0.2086,False,True
Mexico,Guillermo Martínez Ayala,,,,3,85,0.3799,3.18,15.88,4.24,0.0,6.35,0,,,0.1834,False,True
Mexico,César Saúl Huerta Valera,,,,2,89,0.3004,4.04,24.27,6.07,1.01,16.18,0,,,0.1727,False,True
Mexico,Rogelio Gabriel Funes Mori,,,,1,11,0.5453,8.18,0.0,0.0,0.0,24.55,0,,,0.1585,False,True
Mexico,Jordi Cortizo de la Piedra,,,,1,10,0.0,0.0,45.0,18.0,9.0,36.0,0,,,0.1471,False,True
Mexico,Erick Daniel Sánchez Ocegueda,,,,2,30,0.0426,3.0,39.0,3.0,0.0,21.0,0,,,0.1439,False,True
Mexico,Julián Andrés Quiñones Quiñones,,,,3,254,0.1386,2.83,35.43,9.21,2.13,13.46,0,,,0.1386,False,False
Mexico,Raúl Alonso Jiménez Rodríguez,F S,Getafe,La_liga,3,71,0.0,0.0,40.56,16.48,1.27,1.27,831,0.1413,0.0691,0.1373,True,True
Mexico,Érick Gabriel Gutiérrez Galaviz,,,,1,54,0.0,0.0,50.0,13.33,0.0,21.67,0,,,0.1354,False,True
Mexico,Néstor Alejandro Araújo Razo,,,,1,93,0.0,0.0,54.19,23.23,1.94,4.84,0,,,0.1265,False,True
Mexico,Héctor Miguel Herrera López,,,,2,168,0.0,0.0,40.18,8.57,1.07,13.93,0,,,0.1123,False,True
Mexico,Carlos Alberto Rodríguez Gómez,D M S,Espanyol,La_liga,4,130,0.134,1.38,42.92,12.46,6.92,16.62,2566,0.0871,0.0738,0.1109,True,True
Mexico,Carlos Uriel Antuna Romero,D M S,Espanyol,La_liga,6,276,0.129,1.3,33.26,6.2,3.91,9.78,2566,0.0871,0.0738,0.1039,True,False
Mexico,Luis Francisco Romo Barrón,,,,3,244,0.0986,2.21,71.19,28.03,5.53,15.86,0,,,0.0986,False,False
Mexico,Luis Gerardo Chávez Magallón,,,,6,554,0.0852,2.76,45.32,15.11,3.74,13.0,0,,,0.0852,False,False
Mexico,Hirving Rodrigo Lozano Bahena,,,,3,265,0.0816,2.04,25.13,9.85,7.81,16.3,0,,,0.0816,False,False
Mexico,Kevin Nahin Álvarez Campos,M S,RasenBallsport Leipzig,Bundesliga,2,77,0.0,0.0,28.05,8.18,1.17,9.35,1598,0.0477,0.0837,0.0806,True,True
Mexico,Johan Felipe Vásquez Ibarra,,,,3,284,0.0799,1.58,62.75,21.23,5.39,8.87,0,,,0.0799,False,False
Mexico,Roberto Carlos Alvarado Hernández,D F S,Akron,RFPL,2,39,0.0,0.0,36.92,11.54,6.92,25.38,1623,0.0039,0.0756,0.058,True,True
Mexico,Héctor Alfredo Moreno Herrera,,,,3,285,0.0558,0.32,60.32,26.84,9.16,4.74,0,,,0.0558,False,False
Mexico,Gerardo Daniel Arteaga Zamora,,,,3,267,0.0545,1.01,45.17,18.88,2.36,9.44,0,,,0.0545,False,False
Mexico,César Jasib Montes Castro,,,,6,517,0.0421,0.7,60.23,26.81,9.05,5.05,0,,,0.0421,False,False
Mexico,Jorge Eduardo Sánchez Ramos,,,,5,463,0.0292,0.78,48.6,20.41,3.5,11.86,0,,,0.0292,False,False
Mexico,Jesús Daniel Gallardo Vasconcelos,,,,3,288,0.0201,0.31,43.12,16.56,2.5,17.5,0,,,0.0201,False,False
Mexico,Edson Omar Álvarez Velázquez,,,,3,213,0.0058,0.42,55.77,19.86,9.3,13.94,0,,,0.0058,False,False
Mexico,Francisco Guillermo Ochoa Magaña,,,,3,284,0.0,0.0,34.23,22.18,0.95,0.0,0,,,0.0,False,False
Mexico,Julio José González Vela-Alvizu,,,,3,285,0.0,0.0,33.16,15.16,1.26,0.0,0,,,0.0,False,False
Morocco,Zakaria Aboukhlal,F M S,Toulouse,Ligue_1,4,93,0.5778,2.9,12.58,6.77,2.9,16.45,1935,0.5565,0.0788,0.4207,True,True
Morocco,Abdessamad Ezzalzouli,M S,Real Betis,La_liga,3,102,0.0525,0.88,14.12,4.41,5.29,30.88,2038,0.4233,0.1064,0.3074,True,True
Morocco,Badr Banoun,,,,3,64,1.1018,1.41,29.53,9.84,4.22,8.44,0,,,0.258,False,True
Morocco,Abderrazak Hamdallah,,,,4,77,0.6347,2.34,18.7,4.68,4.68,11.69,0,,,0.2147,False,True
Morocco,Walid Cheddira,F S,Espanyol,La_liga,2,65,0.3453,2.77,11.08,6.92,2.77,29.08,587,0.2173,0.1593,0.1994,True,True
Morocco,Achraf Dari,D S,Paris Saint Germain,Ligue_1,3,199,0.189,0.45,48.39,25.33,2.26,7.69,2078,0.1802,0.3233,0.1837,True,False
Morocco,Abdelhamid Sabiri,D S,Roma,Serie_A,5,190,0.4296,1.89,27.47,5.68,1.89,13.74,208,0.0065,0.164,0.1757,True,False
Morocco,Youssef En-Nesyri,,,,7,544,0.173,1.82,12.57,3.14,0.33,18.69,0,,,0.173,False,False
Morocco,Hakim Ziyech,,,,7,656,0.1503,1.51,41.16,15.37,4.53,18.8,0,,,0.1503,False,False
Morocco,Yahya Jabrane,,,,2,21,0.0,0.0,17.14,0.0,0.0,21.43,0,,,0.144,False,True
Morocco,Ilias Chair,,,,1,47,0.0,0.0,28.72,5.74,3.83,15.32,0,,,0.1371,False,True
Morocco,Anass Zaroury,D F M S,Lens,Ligue_1,1,31,0.0,0.0,34.84,2.9,5.81,8.71,1411,0.1206,0.2268,0.1289,True,True
Morocco,Munir Mohand Mohamedi,,,,1,91,0.0,0.0,26.7,16.81,0.99,0.0,0,,,0.1269,False,True
Morocco,Achraf Hakimi Mouh,,,,7,654,0.1266,0.69,52.29,17.2,3.72,14.31,0,,,0.1266,False,False
Morocco,Selim Amallah,F M S,Real Valladolid,La_liga,7,417,0.0247,0.43,18.99,4.96,1.94,22.45,1405,0.1678,0.0849,0.1106,True,False
Morocco,Romain Saïss,,,,6,464,0.1096,0.19,37.44,18.81,3.3,6.79,0,,,0.1096,False,False
Morocco,Nayef Aguerd,D,Real Sociedad,La_liga,4,356,0.0636,0.25,38.93,16.94,3.03,4.04,1772,0.1092,0.018,0.091,True,False
Morocco,Yahia Attiyat allah,,,,6,334,0.0893,0.54,37.19,16.71,4.85,11.32,0,,,0.0893,False,False
Morocco,Bilal El Khannous,M S,Leicester,EPL,1,55,0.0,0.0,39.27,9.82,0.0,21.27,2242,0.0579,0.1973,0.0888,True,True
Morocco,Sofiane Boufal,,,,7,475,0.06,1.33,25.39,8.72,7.39,17.62,0,,,0.06,False,False
Morocco,Azzedine Ounahi,,,,7,586,0.0376,0.92,41.01,11.67,4.76,13.98,0,,,0.0376,False,False
Morocco,Noussair Mazraoui,D S,Manchester United,EPL,5,360,0.0378,1.0,30.25,11.25,1.5,11.0,2881,0.0254,0.0489,0.0304,True,False
Morocco,Jawad El Yamiq,,,,6,322,0.0179,0.28,44.72,18.17,3.35,5.03,0,,,0.0179,False,False
Morocco,Sofyan Amrabat,,,,7,683,0.0027,0.13,42.56,15.29,6.33,16.21,0,,,0.0027,False,False
Morocco,Yassine Bounou,,,,6,588,0.0,0.0,32.14,22.65,1.07,0.15,0,,,0.0,False,False
Netherlands,Donyell Malen,D M S,Borussia Dortmund,Bundesliga,4,200,0.6791,2.7,25.2,5.85,6.75,5.85,602,0.4817,0.0541,0.5607,True,False
Netherlands,Wout Weghorst,,,,10,272,0.4762,2.32,15.88,4.63,0.0,22.5,0,,,0.4762,False,False
Netherlands,Steven Berghuis,,,,4,211,0.4161,2.56,54.6,19.19,4.69,13.22,0,,,0.4161,False,False
Netherlands,Memphis Depay,,,,11,783,0.3601,3.22,33.68,7.13,2.18,13.91,0,,,0.3601,False,False
Netherlands,Cody Mathès Gakpo,F M S,Liverpool,EPL,11,1006,0.1295,1.61,25.94,6.35,4.03,11.27,1970,0.393,0.2859,0.2876,True,False
Netherlands,Luuk de Jong,,,,1,63,1.1949,2.86,15.71,4.29,1.43,12.86,0,,,0.2669,False,True
Netherlands,Joshua Zirkzee,F M S,Manchester United,EPL,2,4,0.0,0.0,45.0,22.5,0.0,22.5,1378,0.3408,0.1313,0.264,True,True
Netherlands,Teun Koopmeiners,F M S,Juventus,Serie_A,5,239,0.3289,1.13,45.19,16.57,2.26,20.71,1998,0.2204,0.1154,0.2638,True,False
Netherlands,Xavi Simons,M,RasenBallsport Leipzig,Bundesliga,7,480,0.1023,2.06,36.56,10.12,6.38,12.19,2171,0.258,0.2565,0.1957,True,False
Netherlands,Davy Klaassen,,,,4,199,0.1953,0.9,36.63,9.5,0.9,9.95,0,,,0.1953,False,False
Netherlands,Denzel Dumfries,D M S,Inter,Serie_A,10,974,0.051,0.55,45.18,12.94,2.77,11.64,1929,0.286,0.1724,0.192,True,False
Netherlands,Jeremie Frimpong,D M S,Bayer Leverkusen,Bundesliga,3,93,0.1643,1.94,26.13,3.87,7.74,14.52,2335,0.2107,0.1715,0.1873,True,True
Netherlands,Tijjani Reijnders,M S,AC Milan,Serie_A,6,507,0.1124,1.78,47.75,12.96,5.86,8.88,3136,0.2315,0.1431,0.1839,True,False
Netherlands,Vincent Janssen,,,,2,92,0.1521,1.96,19.57,1.96,0.0,16.63,0,,,0.1503,False,True
Netherlands,Brian Brobbey,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.1497,False,True
Netherlands,Kenneth Taylor,,,,1,10,0.0,0.0,81.0,9.0,0.0,9.0,0,,,0.1471,False,True
Netherlands,Noa Lang,,,,1,15,0.0,0.0,18.0,12.0,0.0,18.0,0,,,0.1456,False,True
Netherlands,Georginio Wijnaldum,,,,3,75,0.0,0.0,18.0,2.4,0.0,9.6,0,,,0.1304,False,True
Netherlands,Matthijs de Ligt,D S,Manchester United,EPL,2,100,0.0,0.0,40.5,16.2,3.6,7.2,2141,0.1207,0.0118,0.1224,True,True
Netherlands,Frenkie de Jong,M S,Barcelona,La_liga,5,494,0.1314,0.36,66.32,17.85,6.19,14.57,1105,0.0834,0.1876,0.1026,True,False
Netherlands,Micky van de Ven,D S,Tottenham,EPL,4,78,0.0,0.0,48.46,19.62,3.46,9.23,1031,0.0673,0.1029,0.0923,True,True
Netherlands,Lutsharel Geertruida,D S,RasenBallsport Leipzig,Bundesliga,2,118,0.0,0.0,64.07,15.25,1.53,8.39,1554,0.0713,0.0311,0.0913,True,True
Netherlands,Virgil van Dijk,D,Liverpool,EPL,11,1061,0.1124,0.76,61.67,26.97,3.14,5.77,3330,0.0763,0.0328,0.0907,True,False
Netherlands,Steven Bergwijn,,,,6,363,0.0906,0.74,30.74,4.96,3.22,7.44,0,,,0.0906,False,False
Netherlands,Stefan de Vrij,D S,Inter,Serie_A,6,559,0.0443,0.64,67.3,26.24,5.64,7.41,1719,0.0977,0.003,0.0763,True,False
Netherlands,Daley Blind,D S,Girona,La_liga,5,452,0.1039,1.0,60.53,18.92,1.59,16.53,2774,0.0137,0.0717,0.0498,True,False
Netherlands,Joey Veerman,D S,Brighton,EPL,6,210,0.0606,0.86,72.43,25.71,1.29,15.0,1714,0.0419,0.0397,0.0494,True,False
Netherlands,Jurriën David Norman Timber,D S,Arsenal,EPL,4,408,0.0,0.0,69.71,24.26,5.74,16.1,2443,0.0484,0.0417,0.029,True,False
Netherlands,Nathan Aké,D S,Manchester City,EPL,11,977,0.0099,0.18,57.21,21.28,7.37,8.2,684,0.0318,0.0021,0.023,True,False
Netherlands,Marten de Roon,D M S,Atalanta,Serie_A,5,201,0.0,0.0,54.63,17.01,0.45,22.39,3060,0.0372,0.0809,0.0223,True,False
Netherlands,Jerdy Schouten,,,,6,521,0.0124,0.17,56.66,17.62,1.55,11.4,0,,,0.0124,False,False
Netherlands,Andries Noppert,,,,5,499,0.0,0.0,34.45,27.41,0.36,0.0,0,,,0.0,False,False
Netherlands,Bart Verbruggen,GK,Brighton,EPL,6,555,0.0,0.0,34.22,23.35,0.32,0.0,3240,0.0,0.0015,0.0,True,False
Panama,Edgar Yoel Bárcenas Herrera,M S,Athletic Club,La_liga,4,369,0.0929,1.46,35.37,9.76,4.15,13.41,254,0.6891,0.0381,0.4506,True,False
Panama,José Fajardo Nelson,,,,4,298,0.2426,2.42,19.93,2.11,2.72,17.82,0,,,0.2426,False,False
Panama,Kahiser Lenis Navarro,,,,2,50,0.7952,5.4,14.4,5.4,5.4,10.8,0,,,0.2087,False,True
Panama,César Augusto Yanis Velasco,,,,1,5,1.9966,18.0,126.0,36.0,0.0,0.0,0,,,0.1683,False,True
Panama,Eduardo Antonio Guerrero Lozcano,,,,4,123,0.1879,2.2,19.76,3.66,1.46,14.63,0,,,0.1575,False,True
Panama,Abdiel Armando Ayarza Cocanegra,,,,4,53,0.1818,5.09,15.28,1.7,1.7,22.08,0,,,0.153,False,True
Panama,Omar Javier Valencia Arauz,,,,1,8,0.0,0.0,78.75,22.5,11.25,22.5,0,,,0.1476,False,True
Panama,José Luis Rodríguez Francis,,,,1,84,0.0608,2.14,24.64,10.71,2.14,15.0,0,,,0.1372,False,True
Panama,Freddy Elías Góndola Smith,,,,3,50,0.0,0.0,36.0,7.2,3.6,12.6,0,,,0.1364,False,True
Panama,Adalberto Eliécer Carrasquilla Alcázar,,,,2,175,0.0335,1.03,56.06,23.14,6.69,8.74,0,,,0.1198,False,True
Panama,Carlos Miguel Harvey Cesneros,D F M S,Alaves,La_liga,2,119,0.0,0.0,58.99,21.93,3.78,6.05,3114,0.0907,0.1857,0.1029,True,True
Panama,Roderick Alonso Miller Molina,,,,3,230,0.0953,1.17,45.0,17.22,5.09,6.65,0,,,0.0953,False,False
Panama,Ismael Díaz De León,M S,"Marseille,Rennes",Ligue_1,1,6,0.0,0.0,15.0,0.0,15.0,60.0,803,0.0493,0.2055,0.0889,True,True
Panama,César Rodolfo Blackman Camarena,,,,3,200,0.0812,1.8,31.5,9.45,3.15,15.3,0,,,0.0812,False,False
Panama,Michael Amir Murillo Bermudez,,,,4,324,0.0733,1.11,45.28,15.28,6.39,8.06,0,,,0.0733,False,False
Panama,Edgardo Isaac Fariña Wynter,,,,4,364,0.024,0.74,46.48,23.24,5.69,9.89,0,,,0.024,False,False
Panama,Christian Jesús Martinez,GK,Ipswich,EPL,4,270,0.0385,1.0,53.0,23.0,4.0,15.33,630,0.0,0.0024,0.0154,True,False
Panama,Jovani Francisco Welch Lopez,D S,Real Sociedad,La_liga,3,207,0.0161,1.3,36.09,12.61,1.74,19.57,1934,0.0066,0.0404,0.0104,True,False
Panama,Erick Javier Davis Grajales,,,,4,360,0.0101,0.25,49.25,18.5,2.0,9.0,0,,,0.0101,False,False
Panama,José Ángel Córdoba Chambers,,,,4,364,0.0054,0.25,51.92,21.51,4.2,5.19,0,,,0.0054,False,False
Panama,Orlando Mosquera,,,,4,374,0.0,0.0,28.4,21.18,1.2,0.24,0,,,0.0,False,False
Paraguay,Iván Rodrigo Ramírez Segovia,F S,"Krylya Sovetov Samara,Zenit St. Petersburg",RFPL,1,22,0.0,0.0,53.18,12.27,0.0,4.09,2061,0.4369,0.1199,0.3196,True,True
Paraguay,Alejandro Romero Gamarra,F M S,Manchester United,EPL,2,38,0.0,0.0,85.26,35.53,9.47,30.79,2176,0.3904,0.1434,0.29,True,True
Paraguay,Omar Federico Alderete Fernández,M S,Mallorca,La_liga,3,281,0.0233,0.96,41.0,24.02,8.65,5.44,260,0.403,0.0088,0.2511,True,False
Paraguay,Ángel Rodrigo Romero Villamayor,,,,2,63,0.8986,4.29,22.86,11.43,4.29,7.14,0,,,0.2338,False,True
Paraguay,Julio César Enciso Espínola,,,,3,259,0.23,4.86,38.57,12.51,8.69,16.33,0,,,0.23,False,False
Paraguay,Ramón Sosa Acosta,D S,Real Madrid,La_liga,3,146,0.0833,1.85,35.14,6.16,7.4,8.01,201,0.2187,0.0314,0.1852,True,True
Paraguay,Alex Adrián Arce Barrios,,,,2,152,0.2594,2.96,20.72,4.14,4.14,21.91,0,,,0.1755,False,True
Paraguay,Mathías Adalberto Villasanti Rolón,,,,3,238,0.1553,1.13,38.57,12.48,4.54,19.29,0,,,0.1553,False,False
Paraguay,Derlis Alberto González Galeano,,,,1,11,0.0,0.0,24.55,8.18,0.0,24.55,0,,,0.1468,False,True
Paraguay,Adam Fernando Bareiro Gamarra,,,,3,82,0.0,0.0,15.37,3.29,1.1,29.63,0,,,0.1289,False,True
Paraguay,Néstor Rafael Giménez Florentín,,,,2,112,0.0,0.0,71.52,25.71,6.43,16.07,0,,,0.1225,False,True
Paraguay,Hernesto Ezequiel Caballero Benítez,,,,3,118,0.0,0.0,54.92,17.54,0.76,22.12,0,,,0.1214,False,True
Paraguay,Matías David Espinoza Acosta,,,,2,169,0.013,0.53,39.94,14.38,2.13,14.91,0,,,0.1154,False,True
Paraguay,Miguel Ángel Almirón Rejala,,,,3,177,0.0166,0.51,22.88,5.08,6.1,20.34,0,,,0.1151,False,True
Paraguay,Víctor Gustavo Velázquez Ramos,D M S,FC Krasnodar,RFPL,3,258,0.0198,0.35,40.12,16.05,2.79,10.12,1949,0.1752,0.1699,0.113,True,False
Paraguay,Adrián Andrés Cubas,D S,Alaves,La_liga,2,176,0.0,0.0,47.05,17.39,1.02,21.99,489,0.1105,0.0115,0.1107,True,True
Paraguay,Damián Josué Bobadilla Benítez,,,,3,205,0.0766,1.76,38.63,10.98,0.88,22.83,0,,,0.0766,False,False
Paraguay,Matías Nicolás Rojas Romero,M S,Chelsea,EPL,1,4,0.4577,22.5,22.5,22.5,22.5,0.0,830,0.0159,0.0784,0.0705,True,True
Paraguay,Fabián Cornelio Balbuena González,D S,FC Krasnodar,RFPL,3,283,0.0962,1.27,37.84,18.13,1.27,5.72,1012,0.0149,0.1656,0.0474,True,False
Paraguay,Rodrigo Mario Morínigo Acosta,D,FC Krasnodar,RFPL,3,274,0.0,0.0,22.99,18.07,0.99,0.0,2512,0.0469,0.0096,0.0281,True,False
Peru,André Martín Carrillo Díaz,F S,"RasenBallsport Leipzig,Werder Bremen",Bundesliga,1,19,0.1024,4.74,47.37,18.95,14.21,28.42,493,0.6864,0.2021,0.4711,True,True
